City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
571,ruy barbosa,BR,63.66,few clouds,-12.2839,-40.4939,Flats em Ruy Barbosa - BA
572,mbanza-ngungu,CD,68.34,overcast clouds,-5.25,14.8667,Hotel Full Business
573,malanville,BJ,65.35,few clouds,11.8685,3.3899,DEVO HOTEL
574,tripoli,LY,55.69,light rain,32.8752,13.1875,Al Waddan Hotel
575,cap malheureux,MU,84.99,overcast clouds,-19.9842,57.6142,Pereybere Hotel & Spa
576,dera ghazi khan,PK,71.69,clear sky,30.0561,70.6348,Hamlani Khosa Chowk
577,ojinaga,MX,53.6,clear sky,29.5667,-104.4167,Suites Las Palmas
578,mersing,MY,84.2,scattered clouds,2.4312,103.8405,Timotel Hotel
579,tual,ID,81.32,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
582,alice springs,AU,78.8,scattered clouds,-23.7,133.8833,Desert Palms Alice Springs
583,port-gentil,GA,78.8,few clouds,-0.7193,8.7815,Fengshui Residence
586,tierralta,CO,72.88,overcast clouds,8.1736,-76.0592,Hotel La Marqueza
591,hengyang,CN,52.57,clear sky,26.8881,112.615,Honglin Guesthouse
592,nohar,IN,67.5,clear sky,29.1833,74.7667,Hotel Eva Inn
594,atar,MR,59.09,overcast clouds,20.5169,-13.0499,Oumou Elghoura
595,asyut,EG,59.92,clear sky,27.180999999999997,31.1837,Florence Hotel Assiut
596,kalmunai,LK,82.02,light rain,7.4167,81.8167,VS Villa
599,conakry,GN,74.35,broken clouds,9.538,-13.6773,Riviera Royal Hotel
600,tome,CL,55.4,clear sky,-36.6167,-72.95,Dichato habitaciones
601,ngunguru,NZ,71.01,clear sky,-35.6167,174.5,Pacific Rendezvous Motel Resort
603,diamantino,BR,73.0,moderate rain,-14.4086,-56.4461,Hotel Delta
604,pontes e lacerda,BR,70.88,overcast clouds,-15.2261,-59.3353,Hotel Bressan
606,cuiaba,BR,75.2,clear sky,-15.5961,-56.0967,Holiday Inn Cuiaba
607,launceston,AU,64.4,broken clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
608,itarema,BR,78.8,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
609,ixtapa,MX,68.49,overcast clouds,20.7,-105.2,Container Inn Puerto Vallarta
610,chilca,PE,68.0,clear sky,-12.5211,-76.7372,Playa Punta Yaya - Las Salinas
614,tautira,PF,82.4,few clouds,-17.7333,-149.15,Pension Oaoa
615,ilhabela,BR,77.32,overcast clouds,-23.7781,-45.3581,Ilha Flat Hotel
616,katobu,ID,76.84,heavy intensity rain,-4.9408,122.5276,La Ode Husein
618,biltine,TD,72.72,broken clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
619,sorong,ID,84.87,moderate rain,-0.8833,131.25,The Waigo Hotel
620,nampula,MZ,82.4,few clouds,-15.1165,39.2666,Tacab Residencial
621,nouadhibou,MR,60.8,sand,20.930999999999997,-17.0347,El Medina
622,vavuniya,LK,86.61,clear sky,8.7514,80.4971,Thampa Hotel
623,lubango,AO,66.2,few clouds,-14.9172,13.4925,Hotel Serra da Chela
624,sola,VU,89.6,few clouds,-13.8833,167.55,Leumerus Bungalows
626,savelugu,GH,68.68,few clouds,9.6244,-0.8253,Yoo Naa's Palace
627,sehithwa,BW,76.39,overcast clouds,-20.4667,22.7167,MONLEK GUEST HOUSE
628,banda aceh,ID,85.35,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
630,montevideo,UY,66.2,overcast clouds,-34.8335,-56.1674,KOLPING Hotel
631,niquero,CU,73.26,overcast clouds,20.0431,-77.5828,
632,grand gaube,MU,84.0,overcast clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
635,coahuayana,MX,70.5,overcast clouds,18.7333,-103.6833,Hotel Los Arcos
637,kulhudhuffushi,MV,81.88,clear sky,6.6221,73.07,Haajy Guest House 1
638,begamganj,IN,80.35,clear sky,23.6,78.3333,वैष्णवी टिफिन सेंटर
639,amparafaravola,MG,83.05,few clouds,-17.5833,48.2167,Aina Franco
640,praia da vitoria,PT,62.6,light intensity drizzle,38.7333,-27.0667,Hotel Branco I
641,serra talhada,BR,69.64,clear sky,-7.9919,-38.2983,Pousada São Luiz
643,rosetta,EG,61.52,clear sky,31.4044,30.4164,Green Valley
646,riyadh,SA,69.8,clear sky,24.6877,46.7219,InterContinental Riyadh
647,ofaqim,IL,57.0,clear sky,31.3141,34.6203,The Negev Experience
648,general roca,AR,55.4,light rain,-39.0333,-67.5833,Hotel El Recreo
654,trincomalee,LK,79.97,light rain,8.5711,81.2335,Welcombe Hotel
655,makasar,ID,78.8,moderate rain,-5.14,119.4221,Aryaduta Makassar
657,altamira,BR,71.91,scattered clouds,-3.2033,-52.2064,Requinte Hotel
658,vila franca do campo,PT,61.0,light rain,37.7167,-25.4333,Pestana Bahia Praia
659,malakal,SS,83.84,overcast clouds,9.5334,31.6605,Nile Palace Hotel
662,lashio,MM,76.95,clear sky,22.9333,97.75,Hotel CF Lashio - Burmese Only
663,dakoro,NE,65.79,clear sky,14.5106,6.765,Shagon mai liverpool
665,hambantota,LK,86.0,scattered clouds,6.1241,81.1185,Bungalow 63
666,vanimo,PG,84.67,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
668,chiredzi,ZW,76.82,light rain,-21.05,31.6667,The Nesbitt Arms
669,sambava,MG,85.6,overcast clouds,-14.2667,50.1667,Melrose
